ID,Date,Element,Data_Value
GMW00035032,2011-03-15,TMIN,93
GMW00034068,2012-12-17,TMAX,85
GMW00035032,2015-11-22,TMAX,60
GME00121246,2010-11-22,TMAX,51
GMW00035032,2015-11-22,TMIN,-3
GMW00034068,2013-05-15,TMIN,76
GME00121246,2006-07-10,TMAX,306
GMW00034068,2013-05-15,TMAX,218
GMW00034068,2007-12-25,TMAX,-15
GMW00035032,2007-11-13,TMIN,24
GMW00035032,2012-12-11,TMAX,23
GMW00034068,2010-12-11,TMAX,59
GME00121246,2012-07-30,TMIN,107
GMW00035032,2008-08-22,TMIN,136
GMW00034068,2011-08-26,TMAX,321
GMW00034068,2005-07-18,TMIN,155
GMW00035032,2011-04-28,TMIN,99
GMW00035032,2008-08-22,TMAX,235
GME00121246,2006-01-31,TMIN,-59
GMW00035032,2007-12-06,TMAX,102
GMW00035032,2005-12-28,TMIN,-35
GMW00035032,2010-04-21,TMAX,117
GMW00035032,2009-09-25,TMIN,87
GMW00034068,2009-04-10,TMIN,61
GMW00035032,2012-03-24,TMIN,50
GMW00035032,2009-09-25,TMAX,204
GMW00035032,2006-06-03,TMAX,172
GMW00035032,2013-11-07,TMIN,135
GMW00035032,2007-06-28,TMAX,189
GMW00035032,2007-06-28,TMIN,121
GMW00035032,2009-11-06,TMIN,68
GMW00034068,2005-07-18,TMAX,303
GMW00035032,2011-03-15,TMAX,195
GME00121246,2007-09-19,TMIN,46
GMW00035032,2010-04-21,TMIN,15
GMW00035032,2009-11-06,TMAX,108
GMW00035032,2007-12-06,TMIN,65
GMW00035032,2006-06-03,TMIN,48
GMW00034068,2014-06-12,TMAX,278
GMW00035032,2008-11-08,TMAX,135
GME00121246,2010-11-22,TMIN,36
GMW00035032,2013-11-07,TMAX,167
GMW00035032,2008-01-09,TMIN,-22
GMW00035032,2013-11-23,TMIN,45
GMW00035032,2008-08-01,TMAX,287
GMW00035032,2010-01-19,TMAX,16
GMW00034068,2005-09-30,TMIN,52
GMW00035032,2011-09-06,TMIN,118
GME00121246,2010-06-16,TMAX,218
GMW00034068,2006-05-04,TMIN,140
GMW00035032,2011-09-06,TMAX,224
GMW00034068,2008-04-27,TMAX,210
GMW00035032,2012-05-02,TMIN,113
GME00121246,2010-06-16,TMIN,101
GMW00035032,2012-05-02,TMAX,212
GMW00035032,2015-12-14,TMAX,82
GMW00035032,2008-07-06,TMIN,146
GMW00034068,2007-12-12,TMAX,58
GMW00034068,2006-10-08,TMAX,176
GMW00034068,2006-10-08,TMIN,39
GMW00035032,2014-08-19,TMIN,103
GMW00034068,2006-01-10,TMIN,-28
GMW00034068,2010-04-02,TMAX,128
GMW00035032,2014-08-19,TMAX,219
GMW00035032,2008-07-06,TMAX,243
GME00121246,2015-09-19,TMAX,180
GMW00035032,2011-09-29,TMAX,251
GMW00035032,2010-09-08,TMAX,159
GMW00035032,2008-12-30,TMIN,-74
GME00121246,2010-03-22,TMAX,135
GME00121246,2010-07-12,TMIN,198
GMW00034068,2006-03-18,TMAX,94
GMW00034068,2006-03-18,TMIN,-6
GMW00035032,2014-03-10,TMAX,167
GME00121246,2008-10-31,TMIN,34
GMW00034068,2013-03-08,TMAX,172
GME00121246,2006-03-26,TMAX,170
GME00121246,2012-01-22,TMAX,80
GME00121246,2012-01-22,TMIN,52
GME00121246,2008-10-31,TMAX,90
GMW00034068,2005-02-21,TMIN,-61
GMW00034068,2008-02-21,TMAX,113
GMW00034068,2010-12-13,TMAX,10
GMW00034068,2008-02-21,TMIN,30
GMW00034068,2010-12-13,TMIN,-43
GME00121246,2015-06-23,TMAX,175
GMW00034068,2014-06-29,TMAX,198
GME00121246,2015-09-19,TMIN,100
GME00121246,2008-03-09,TMIN,10
GMW00035032,2005-05-31,TMAX,191
GMW00035032,2011-09-29,TMIN,126
GMW00034068,2011-12-15,TMAX,77
GMW00034068,2007-06-06,TMAX,276
GMW00034068,2010-03-11,TMIN,-45
GMW00034068,2010-03-11,TMAX,64
GMW00034068,2006-05-04,TMAX,266
GME00121246,2015-08-04,TMIN,130
GMW00035032,2006-06-27,TMAX,267
GMW00034068,2007-06-06,TMIN,146
GME00121246,2015-08-04,TMAX,301
GMW00035032,2006-06-27,TMIN,154
GMW00034068,2014-06-29,TMIN,151
GMW00035032,2009-02-10,TMAX,85
GMW00035032,2009-02-10,TMIN,17
GME00121246,2014-10-05,TMAX,136
GME00121246,2014-09-20,TMAX,233
GMW00035032,2011-01-30,TMIN,-77
GME00121246,2014-10-05,TMIN,73
GME00121246,2007-12-13,TMAX,65
GME00121246,2007-12-13,TMIN,25
GMW00034068,2010-05-22,TMAX,247
GME00121246,2010-03-13,TMAX,62
GMW00034068,2005-09-30,TMAX,163
GMW00035032,2006-04-09,TMAX,130
GMW00034068,2012-12-20,TMAX,36
GMW00034068,2007-09-15,TMAX,211
GMW00034068,2007-09-15,TMIN,81
GMW00035032,2015-11-29,TMAX,117
GMW00034068,2005-02-21,TMAX,24
GME00121246,2013-05-27,TMAX,182
GMW00035032,2010-09-08,TMIN,125
GME00121246,2013-05-27,TMIN,75
GMW00034068,2006-01-27,TMAX,-19
GMW00034068,2013-03-20,TMAX,95
GMW00034068,2013-03-20,TMIN,12
GME00121246,2006-06-15,TMIN,182
GME00121246,2006-06-15,TMAX,293
GMW00035032,2011-01-30,TMAX,5
GMW00034068,2010-04-02,TMIN,-4
GMW00034068,2006-01-27,TMIN,-125
GME00121246,2010-03-13,TMIN,16
GMW00034068,2008-04-27,TMIN,51
GMW00035032,2008-06-20,TMIN,139
GME00121246,2009-07-28,TMAX,242
GME00121246,2009-07-28,TMIN,125
GMW00035032,2014-03-10,TMIN,21
GME00121246,2010-03-22,TMIN,34
GMW00035032,2015-12-21,TMIN,69
GME00121246,2006-03-26,TMIN,113
GME00121246,2007-03-31,TMIN,56
GMW00034068,2005-04-23,TMAX,188
GMW00034068,2010-06-12,TMAX,254
GMW00035032,2014-01-09,TMIN,56
GMW00034068,2010-06-12,TMIN,145
GMW00034068,2008-12-09,TMIN,-5
GMW00035032,2014-01-09,TMAX,130
GMW00035032,2008-09-01,TMAX,248
GME00121246,2008-05-18,TMAX,175
GME00121246,2010-04-17,TMIN,14
GME00121246,2006-03-21,TMAX,30
GMW00035032,2012-06-19,TMIN,147
GME00121246,2010-04-17,TMAX,172
GME00121246,2009-08-16,TMAX,317
GMW00035032,2015-11-29,TMIN,39
GMW00034068,2005-03-25,TMIN,55
GME00121246,2009-05-02,TMIN,74
GME00121246,2008-05-18,TMIN,105
GME00121246,2015-12-21,TMIN,65
GME00121246,2015-06-02,TMAX,253
GMW00035032,2012-12-05,TMAX,54
GME00121246,2015-06-23,TMIN,87
GMW00035032,2012-12-26,TMIN,75
GMW00034068,2008-08-10,TMAX,256
GMW00035032,2012-12-26,TMAX,92
GMW00034068,2014-01-23,TMIN,29
GME00121246,2015-08-09,TMIN,186
GMW00035032,2007-10-14,TMAX,168
GMW00034068,2008-11-30,TMIN,-28
GMW00035032,2007-10-14,TMIN,37
GMW00035032,2010-04-30,TMAX,213
GMW00034068,2005-09-18,TMAX,188
GMW00034068,2014-01-23,TMAX,60
GME00121246,2015-12-21,TMAX,113
GMW00035032,2010-11-15,TMAX,129
GME00121246,2010-11-24,TMAX,72
GME00121246,2015-08-09,TMAX,308
GMW00035032,2012-06-19,TMAX,235
GMW00035032,2012-12-05,TMIN,7
GMW00035032,2010-11-15,TMIN,63
GMW00035032,2008-12-30,TMAX,7
GMW00035032,2008-09-01,TMIN,172
GMW00034068,2008-11-30,TMAX,82
GME00121246,2014-09-07,TMAX,253
GME00121246,2014-04-19,TMIN,15
GME00121246,2006-01-06,TMIN,20
GMW00034068,2012-07-08,TMAX,257
GMW00035032,2012-11-04,TMIN,70
GME00121246,2014-08-21,TMAX,200
GMW00034068,2006-05-14,TMAX,228
GMW00035032,2015-02-13,TMAX,30
GME00121246,2012-12-16,TMAX,92
GMW00035032,2008-03-30,TMAX,219
GMW00034068,2005-03-09,TMIN,31
GMW00035032,2012-04-28,TMIN,120
GMW00034068,2006-05-14,TMIN,118
GME00121246,2015-06-02,TMIN,80
GMW00034068,2006-01-10,TMAX,-12
GMW00035032,2015-02-13,TMIN,-7
GMW00035032,2008-04-24,TMIN,87
GMW00035032,2008-04-24,TMAX,193
GMW00035032,2012-04-28,TMAX,297
GME00121246,2012-12-16,TMIN,55
GMW00034068,2013-03-08,TMIN,67
GMW00034068,2006-10-24,TMIN,116
GME00121246,2006-01-06,TMAX,38
GMW00035032,2012-11-04,TMAX,98
GMW00035032,2008-03-30,TMIN,11
GME00121246,2014-09-07,TMIN,158
GME00121246,2014-04-19,TMAX,175
GME00121246,2009-05-02,TMAX,218
GME00121246,2010-07-12,TMAX,357
GMW00034068,2010-05-29,TMIN,112
GME00121246,2009-08-25,TMAX,261
GME00121246,2009-08-25,TMIN,161
GMW00034068,2005-03-25,TMAX,150
GMW00035032,2015-06-22,TMAX,148
GMW00034068,2012-02-03,TMIN,-132
GMW00034068,2010-05-29,TMAX,235
GME00121246,2014-05-05,TMIN,31
GMW00034068,2006-11-11,TMIN,8
GMW00035032,2005-05-11,TMAX,142
GMW00035032,2006-10-06,TMAX,170
GME00121246,2010-11-24,TMIN,22
GME00121246,2007-08-17,TMAX,210
GMW00034068,2006-10-24,TMAX,194
GMW00034068,2012-07-08,TMIN,153
GMW00035032,2006-10-06,TMIN,111
GMW00034068,2005-06-02,TMIN,68
GMW00034068,2007-06-04,TMAX,247
GME00121246,2014-09-21,TMIN,109
GME00121246,2008-03-31,TMIN,58
GMW00035032,2007-06-16,TMAX,225
GME00121246,2013-12-30,TMAX,59
GMW00034068,2006-03-09,TMIN,48
GMW00035032,2015-07-30,TMAX,232
GMW00035032,2013-03-26,TMIN,-28
GMW00035032,2013-03-26,TMAX,49
GMW00035032,2008-08-12,TMAX,203
GMW00034068,2005-07-28,TMAX,362
GMW00035032,2008-08-12,TMIN,173
GMW00034068,2006-08-17,TMAX,260
GMW00034068,2006-08-17,TMIN,144
GMW00034068,2005-07-29,TMAX,301
GME00121246,2013-08-15,TMAX,251
GMW00034068,2014-01-05,TMIN,10
GMW00034068,2014-01-05,TMAX,79
GMW00035032,2009-02-09,TMAX,27
GME00121246,2013-08-15,TMIN,86
GMW00034068,2007-06-15,TMIN,147
GMW00034068,2005-07-29,TMIN,182
GMW00034068,2013-01-23,TMIN,-14
GMW00034068,2015-09-11,TMAX,226
GMW00034068,2013-01-23,TMAX,6
GME00121246,2008-01-10,TMIN,12
GMW00034068,2008-05-15,TMAX,258
GMW00035032,2005-02-14,TMAX,59
GMW00035032,2005-02-14,TMIN,7
GMW00034068,2011-09-12,TMIN,131
GME00121246,2008-04-29,TMAX,168
GME00121246,2009-03-24,TMIN,-17
GMW00034068,2015-09-07,TMAX,170
GMW00034068,2015-09-07,TMIN,99
GMW00034068,2005-10-01,TMIN,85
GMW00035032,2015-07-30,TMIN,69
GMW00034068,2011-09-12,TMAX,238
GMW00034068,2012-03-10,TMIN,0
GME00121246,2011-08-12,TMIN,154
GME00121246,2007-03-10,TMAX,116
GME00121246,2011-08-12,TMAX,216
GME00121246,2007-03-10,TMIN,8
GMW00034068,2008-10-06,TMIN,113
GMW00034068,2008-10-06,TMAX,187
GME00121246,2013-12-30,TMIN,-16
GMW00035032,2005-09-09,TMAX,286
GME00121246,2014-11-19,TMAX,91
GME00121246,2007-12-19,TMIN,-56
GME00121246,2013-04-20,TMIN,73
GME00121246,2014-11-19,TMIN,62
GMW00035032,2014-11-17,TMIN,80
GMW00034068,2006-05-24,TMAX,194
GME00121246,2007-11-11,TMIN,16
GME00121246,2007-09-20,TMAX,185
GME00121246,2013-10-23,TMIN,140
GMW00035032,2005-09-09,TMIN,164
GME00121246,2014-03-15,TMAX,104
GMW00034068,2005-10-01,TMAX,137
GME00121246,2014-03-15,TMIN,60
GME00121246,2010-12-26,TMIN,-149
GMW00034068,2009-12-23,TMAX,34
GMW00034068,2009-12-23,TMIN,2
GMW00034068,2009-08-22,TMAX,250
GMW00035032,2008-08-01,TMIN,194
GMW00034068,2009-08-22,TMIN,125
GMW00035032,2010-01-19,TMIN,1
GMW00034068,2014-05-04,TMIN,19
GMW00035032,2010-08-24,TMIN,147
GMW00035032,2010-03-02,TMIN,-21
GMW00035032,2010-03-02,TMAX,91
GME00121246,2009-09-17,TMIN,144
GME00121246,2008-09-21,TMIN,70
GME00121246,2012-11-27,TMIN,57
GME00121246,2012-11-27,TMAX,94
GMW00035032,2007-07-12,TMIN,133
GMW00034068,2008-02-29,TMAX,124
GME00121246,2013-10-23,TMAX,172
GMW00034068,2008-02-28,TMIN,6
GME00121246,2013-04-20,TMAX,127
GME00121246,2009-11-09,TMIN,49
GME00121246,2009-11-09,TMAX,73
GMW00034068,2008-04-29,TMAX,179
GME00121246,2009-05-06,TMIN,110
GME00121246,2009-02-17,TMIN,-32
GMW00034068,2005-04-03,TMIN,14
GMW00034068,2005-04-03,TMAX,204
GMW00034068,2009-04-04,TMIN,72
GMW00035032,2007-07-12,TMAX,220
GME00121246,2009-09-17,TMAX,203
GME00121246,2009-05-06,TMAX,161
GME00121246,2005-12-26,TMAX,41
GMW00034068,2006-05-24,TMIN,47
GME00121246,2007-09-20,TMIN,52
GMW00035032,2011-09-19,TMAX,175
GMW00034068,2007-01-15,TMAX,74
GME00121246,2013-03-26,TMIN,-29
GMW00034068,2006-06-09,TMAX,259
GME00121246,2013-09-28,TMAX,181
GMW00034068,2006-06-09,TMIN,89
GME00121246,2007-11-11,TMAX,106
GMW00034068,2010-05-22,TMIN,61
GMW00035032,2009-07-11,TMAX,225
GMW00034068,2012-03-10,TMAX,116
GME00121246,2014-06-15,TMIN,102
GME00121246,2014-06-15,TMAX,222
GMW00035032,2009-07-11,TMIN,133
GMW00034068,2007-06-04,TMIN,137
GMW00035032,2014-11-04,TMIN,97
GMW00034068,2014-03-23,TMIN,14
GME00121246,2014-06-24,TMAX,248
GME00121246,2008-01-17,TMAX,92
GMW00034068,2012-02-03,TMAX,-37
GME00121246,2010-02-06,TMIN,14
GME00121246,2007-10-22,TMAX,88
GME00121246,2008-09-21,TMAX,181
GME00121246,2008-01-17,TMIN,21
GME00121246,2013-09-28,TMIN,42
GME00121246,2007-04-29,TMIN,106
GMW00035032,2012-03-27,TMAX,208
GMW00034068,2006-11-27,TMAX,98
GMW00034068,2006-11-27,TMIN,32
GMW00035032,2012-04-04,TMAX,149
GME00121246,2008-03-31,TMAX,143
GME00121246,2014-09-21,TMAX,181
GMW00035032,2012-04-04,TMIN,74
GMW00035032,2011-09-13,TMAX,210
GMW00035032,2011-09-13,TMIN,134
GMW00035032,2008-06-05,TMAX,249
GMW00034068,2008-06-08,TMAX,258
GMW00035032,2015-10-12,TMAX,111
GMW00035032,2009-09-22,TMAX,244
GMW00034068,2005-11-06,TMAX,138
GMW00035032,2015-10-12,TMIN,23
GMW00034068,2005-11-06,TMIN,31
GMW00035032,2009-09-22,TMIN,115
GMW00035032,2013-03-01,TMIN,15
GMW00035032,2008-06-05,TMIN,154
GMW00035032,2012-03-27,TMIN,77
GME00121246,2007-04-29,TMAX,238
GMW00035032,2013-03-01,TMAX,44
GMW00034068,2005-04-23,TMIN,15
GMW00035032,2006-07-31,TMAX,248
GMW00035032,2010-12-20,TMAX,44
GMW00035032,2008-09-14,TMIN,75
GME00121246,2015-11-11,TMIN,76
GME00121246,2015-11-11,TMAX,143
GMW00035032,2006-07-31,TMIN,158
GMW00035032,2007-06-16,TMIN,135
GMW00034068,2008-04-29,TMIN,55
GMW00034068,2014-06-04,TMIN,89
GME00121246,2010-02-06,TMAX,41
GMW00035032,2015-10-07,TMAX,175
GMW00034068,2010-03-15,TMIN,44
GME00121246,2008-04-29,TMIN,67
GMW00034068,2007-01-15,TMIN,-30
GMW00034068,2008-05-15,TMIN,107
GMW00035032,2015-10-07,TMIN,125
GMW00034068,2010-03-15,TMAX,102
GME00121246,2013-03-26,TMAX,49
GME00121246,2005-12-26,TMIN,-22
GMW00034068,2014-06-04,TMAX,230
GMW00034068,2013-05-04,TMAX,173
GMW00034068,2013-05-04,TMIN,105
GMW00035032,2014-11-04,TMAX,147
GMW00035032,2013-04-04,TMIN,13
GME00121246,2009-03-24,TMAX,81
GMW00034068,2010-02-21,TMIN,0
GME00121246,2006-08-19,TMAX,270
GME00121246,2006-08-19,TMIN,110
GMW00034068,2008-02-28,TMAX,116
GME00121246,2008-01-10,TMAX,85
GMW00035032,2005-10-04,TMIN,126
GME00121246,2007-10-22,TMIN,-10
GMW00034068,2005-09-09,TMIN,165
GMW00035032,2008-11-04,TMIN,65
GME00121246,2014-06-24,TMIN,89
GMW00034068,2010-02-21,TMAX,65
GMW00034068,2014-03-23,TMAX,120
GME00121246,2008-06-11,TMAX,219
GMW00035032,2008-09-14,TMAX,160
GME00121246,2013-12-28,TMAX,116
GME00121246,2013-12-28,TMIN,54
GMW00034068,2005-09-09,TMAX,260
GMW00035032,2013-04-04,TMAX,105
GMW00034068,2005-07-28,TMIN,205
GMW00035032,2005-10-04,TMAX,184
GME00121246,2013-11-28,TMIN,-15
GMW00034068,2007-08-18,TMAX,237
GMW00034068,2010-01-01,TMAX,67
GMW00034068,2012-08-14,TMIN,157
GME00121246,2007-01-03,TMIN,34
GME00121246,2015-07-01,TMAX,332
GME00121246,2006-04-01,TMIN,68
GMW00034068,2006-09-07,TMAX,287
GME00121246,2012-02-29,TMIN,46
GME00121246,2008-09-24,TMAX,156
GMW00035032,2011-10-09,TMIN,44
GMW00034068,2006-02-04,TMAX,10
GMW00035032,2013-12-22,TMAX,100
GMW00035032,2009-02-16,TMIN,-7
GMW00035032,2005-12-09,TMIN,-9
GME00121246,2007-11-20,TMAX,49
GMW00035032,2007-06-30,TMAX,214
GME00121246,2007-01-03,TMAX,75
GMW00034068,2009-12-01,TMIN,26
GMW00035032,2007-04-25,TMAX,269
GMW00034068,2006-11-08,TMIN,23
GMW00034068,2006-11-08,TMAX,138
GME00121246,2015-07-01,TMIN,150
GME00121246,2015-09-30,TMAX,174
GMW00035032,2015-02-25,TMIN,-12
GMW00034068,2013-08-05,TMAX,334
GMW00034068,2012-01-15,TMIN,-38
GMW00035032,2005-05-16,TMIN,32
GMW00035032,2011-10-09,TMAX,129
GMW00034068,2011-07-03,TMAX,232
GMW00035032,2005-07-18,TMIN,151
GMW00035032,2013-12-22,TMIN,27
GME00121246,2015-10-11,TMIN,39
GMW00035032,2005-11-13,TMAX,136
GMW00035032,2012-09-20,TMIN,52
GMW00034068,2015-06-06,TMAX,317
GMW00034068,2013-07-17,TMIN,162
GMW00035032,2007-11-03,TMIN,92
GMW00034068,2015-05-12,TMIN,108
GME00121246,2015-10-11,TMAX,135
GME00121246,2012-02-28,TMIN,63
GMW00035032,2008-06-09,TMAX,277
GMW00034068,2012-08-11,TMAX,243
GMW00035032,2005-11-13,TMIN,39
GMW00034068,2009-09-20,TMIN,145
GMW00034068,2009-07-23,TMIN,156
GME00121246,2012-08-05,TMIN,167
GMW00035032,2010-12-01,TMAX,-24
GME00121246,2007-11-20,TMIN,12
GMW00035032,2011-01-29,TMIN,-53
GME00121246,2009-07-26,TMAX,250
GMW00034068,2012-08-11,TMIN,106
GMW00035032,2007-04-25,TMIN,131
GMW00034068,2010-12-23,TMAX,45
GME00121246,2009-08-31,TMIN,81
GME00121246,2006-06-05,TMAX,156
GME00121246,2009-08-31,TMAX,279
GMW00035032,2005-05-16,TMAX,182
GMW00035032,2012-09-20,TMAX,166
GME00121246,2006-06-05,TMIN,74
GME00121246,2013-12-18,TMAX,62
GMW00035032,2011-08-26,TMIN,157
GMW00035032,2011-08-26,TMAX,313
GMW00035032,2005-12-09,TMAX,61
GME00121246,2014-12-28,TMIN,-69
GMW00035032,2009-02-16,TMAX,21
GME00121246,2014-12-28,TMAX,-21
GMW00034068,2014-08-22,TMIN,79
GMW00035032,2007-06-30,TMIN,138
GMW00034068,2009-08-17,TMAX,326
GMW00034068,2005-07-01,TMAX,226
GMW00035032,2005-05-14,TMAX,165
GMW00034068,2007-05-20,TMAX,280
GME00121246,2009-07-26,TMIN,120
GMW00035032,2007-11-03,TMAX,129
GMW00035032,2007-10-05,TMIN,91
GMW00034068,2013-07-17,TMAX,288
GMW00034068,2011-11-20,TMAX,94
GME00121246,2012-02-29,TMAX,141
GMW00034068,2011-11-20,TMIN,15
GME00121246,2012-02-28,TMAX,111
GME00121246,2008-09-24,TMIN,88
GMW00035032,2006-02-12,TMIN,-33
GMW00035032,2013-05-09,TMAX,210
GMW00035032,2014-09-06,TMAX,266
GME00121246,2011-02-14,TMAX,84
GMW00035032,2010-07-18,TMIN,132
GME00121246,2008-04-01,TMAX,173
GME00121246,2015-01-17,TMIN,-11
GMW00035032,2015-11-04,TMIN,40
GMW00035032,2008-10-30,TMIN,34
GME00121246,2009-05-04,TMAX,146
GME00121246,2015-05-09,TMAX,215
GME00121246,2011-02-14,TMIN,29
GMW00035032,2013-08-15,TMIN,87
GMW00034068,2009-07-30,TMIN,128
GMW00034068,2010-01-01,TMIN,-3
GME00121246,2006-11-18,TMIN,56
GMW00035032,2012-03-12,TMIN,66
GME00121246,2008-01-23,TMAX,60
GMW00035032,2015-02-25,TMAX,86
GME00121246,2006-11-18,TMAX,137
GMW00035032,2013-08-15,TMAX,251
GMW00034068,2011-03-05,TMIN,-33
GMW00035032,2015-11-04,TMAX,99
GMW00035032,2006-12-09,TMIN,26
GMW00034068,2008-03-15,TMIN,67
GMW00035032,2007-11-04,TMAX,116
GMW00034068,2015-09-12,TMIN,91
GMW00035032,2007-11-04,TMIN,84
GME00121246,2012-08-09,TMIN,136
GME00121246,2007-02-06,TMAX,35
GMW00035032,2005-06-27,TMAX,314
GMW00035032,2008-10-30,TMAX,52
GMW00034068,2008-03-15,TMAX,161
GME00121246,2007-02-06,TMIN,3
GME00121246,2011-06-22,TMIN,130
GMW00035032,2008-01-08,TMIN,-6
GMW00035032,2005-06-27,TMIN,155
GMW00034068,2009-12-24,TMAX,31
GMW00035032,2008-12-28,TMAX,14
GMW00035032,2010-07-18,TMAX,252
GMW00034068,2008-01-11,TMIN,49
GME00121246,2008-01-23,TMIN,-26
GMW00035032,2008-01-08,TMAX,74
GMW00034068,2008-01-11,TMAX,120
GMW00034068,2009-07-30,TMAX,254
GMW00034068,2006-09-07,TMIN,130
GMW00035032,2005-01-05,TMAX,69
GMW00035032,2011-06-28,TMIN,187
GME00121246,2015-09-27,TMAX,178
GMW00034068,2011-07-03,TMIN,125
GMW00035032,2009-04-12,TMIN,76
GME00121246,2015-01-17,TMAX,67
GMW00035032,2009-04-12,TMAX,251
GME00121246,2006-04-01,TMAX,161
GMW00034068,2005-05-19,TMAX,186
GMW00034068,2014-06-24,TMAX,265
GMW00034068,2013-08-05,TMIN,152
GMW00035032,2013-11-05,TMIN,42
GME00121246,2010-08-31,TMAX,191
GME00121246,2010-12-04,TMIN,-69
GMW00035032,2015-07-02,TMIN,215
GMW00035032,2011-06-28,TMAX,329
GMW00035032,2005-07-18,TMAX,305
GMW00035032,2013-11-05,TMAX,91
GME00121246,2013-09-22,TMIN,79
GMW00034068,2009-03-04,TMIN,-17
GMW00034068,2009-03-04,TMAX,120
GMW00034068,2009-12-01,TMAX,75
GMW00034068,2010-12-23,TMIN,13
GME00121246,2013-09-22,TMAX,191
GMW00035032,2014-01-28,TMAX,80
GMW00035032,2014-01-28,TMIN,2
GME00121246,2011-06-22,TMAX,248
GME00121246,2006-06-21,TMIN,188
GME00121246,2006-06-21,TMAX,261
GME00121246,2005-09-29,TMAX,170
GMW00035032,2007-06-22,TMAX,202
GMW00034068,2012-01-15,TMAX,49
GMW00034068,2009-12-24,TMIN,-4
GMW00035032,2014-09-06,TMIN,147
GMW00035032,2013-05-09,TMIN,144
GME00121246,2010-08-31,TMIN,75
GME00121246,2015-09-27,TMIN,75
GMW00035032,2006-12-09,TMAX,85
GMW00035032,2006-01-29,TMIN,-68
GME00121246,2013-12-18,TMIN,-24
GMW00034068,2006-08-30,TMIN,109
GMW00035032,2011-09-26,TMAX,254
GME00121246,2013-05-24,TMAX,129
GMW00035032,2011-09-26,TMIN,110
GMW00034068,2015-07-11,TMIN,116
GMW00035032,2012-04-18,TMIN,59
GMW00035032,2013-02-08,TMAX,33
GMW00034068,2005-07-01,TMIN,150
GMW00034068,2008-04-05,TMAX,122
GMW00034068,2012-03-07,TMIN,-32
GME00121246,2009-11-17,TMAX,131
GME00121246,2006-12-04,TMIN,77
GMW00034068,2005-09-10,TMIN,169
GMW00034068,2012-03-07,TMAX,106
GMW00034068,2008-04-05,TMIN,57
GMW00034068,2005-09-10,TMAX,238
GME00121246,2007-12-15,TMIN,-26
GMW00035032,2012-04-18,TMAX,141
GMW00035032,2013-02-08,TMIN,-17
GME00121246,2006-03-25,TMIN,66
GME00121246,2006-12-04,TMAX,116
GMW00035032,2011-07-19,TMIN,109
GMW00035032,2014-09-09,TMAX,219
GME00121246,2010-09-25,TMIN,80
GMW00035032,2014-09-09,TMIN,121
GMW00035032,2014-10-28,TMAX,80
GMW00035032,2014-10-28,TMIN,63
GMW00034068,2013-04-27,TMAX,92
GME00121246,2009-12-27,TMIN,-49
GMW00034068,2010-01-21,TMAX,22
GMW00035032,2006-08-15,TMAX,212
GMW00035032,2010-11-29,TMAX,-9
GMW00034068,2008-03-28,TMIN,3
GMW00035032,2009-01-14,TMAX,-15
GMW00034068,2007-03-16,TMAX,151
GMW00035032,2011-01-29,TMAX,18
GME00121246,2006-03-25,TMAX,170
GMW00034068,2010-01-21,TMIN,-29
GMW00035032,2011-07-19,TMAX,243
GMW00035032,2014-06-23,TMIN,96
GME00121246,2012-05-28,TMIN,92
GMW00035032,2014-08-01,TMIN,155
GMW00034068,2007-03-16,TMIN,13
GMW00034068,2005-05-28,TMIN,147
GMW00035032,2011-05-20,TMIN,139
GME00121246,2007-05-30,TMIN,50
GMW00035032,2014-08-01,TMAX,278
GMW00035032,2014-06-23,TMAX,225
GMW00035032,2009-01-14,TMIN,-113
GMW00034068,2005-01-26,TMIN,-36
GMW00035032,2013-12-04,TMIN,-1
GME00121246,2005-08-06,TMIN,120
GME00121246,2007-05-30,TMAX,194
GME00121246,2010-07-05,TMAX,282
GME00121246,2013-02-11,TMAX,10
GMW00034068,2005-01-13,TMAX,84
GME00121246,2009-11-17,TMIN,63
GMW00035032,2006-06-23,TMAX,229
GMW00035032,2015-08-30,TMAX,330
GMW00035032,2005-05-07,TMIN,66
GMW00034068,2011-04-15,TMIN,26
GMW00035032,2010-12-01,TMIN,-76
GME00121246,2007-06-12,TMAX,248
GME00121246,2007-06-12,TMIN,160
GME00121246,2005-08-12,TMIN,123
GME00121246,2005-08-12,TMAX,253
GMW00035032,2012-01-18,TMAX,38
GME00121246,2013-09-16,TMAX,155
GMW00034068,2006-08-30,TMAX,191
GME00121246,2010-08-08,TMAX,227
GME00121246,2009-12-27,TMAX,32
GME00121246,2008-07-06,TMAX,246
GME00121246,2008-07-06,TMIN,152
GMW00034068,2012-01-13,TMIN,16
GMW00035032,2010-11-29,TMIN,-20
GMW00035032,2015-06-16,TMIN,124
GME00121246,2012-05-28,TMAX,265
GMW00035032,2015-06-16,TMAX,211
GME00121246,2010-08-08,TMIN,152
GME00121246,2015-12-11,TMAX,80
GMW00035032,2005-12-21,TMIN,-2
GME00121246,2015-12-11,TMIN,1
GMW00035032,2014-02-23,TMAX,104
GMW00035032,2012-03-12,TMAX,131
GMW00035032,2007-10-05,TMAX,177
GMW00034068,2013-12-11,TMIN,-2
GMW00035032,2006-01-17,TMAX,32
GME00121246,2012-05-04,TMAX,231
GMW00034068,2015-07-01,TMIN,154
GMW00034068,2013-12-11,TMAX,55
GMW00035032,2008-11-28,TMAX,12
